Country,iso3c,Year,GDP
Caribbean small states,CSS,1996,16942504139.8086
Caribbean small states,CSS,2000,25626304826.4456
Caribbean small states,CSS,2004,33598465092.3498
Caribbean small states,CSS,2008,57296761661.9305
Caribbean small states,CSS,2012,59929287825.0841
Caribbean small states,CSS,2016,57729936370.5525
Caribbean small states,CSS,2020,53180553803.0434
Cuba,CUB,1972,8135150891.92025
Cuba,CUB,1976,13789579902.5579
Cuba,CUB,1980,19912889861.1111
Cuba,CUB,1984,24039383608.4235
Cuba,CUB,1988,27458999472.2955
Cuba,CUB,1992,22085858243.2432
Cuba,CUB,1996,25017368700
Cuba,CUB,2000,30565400000
Cuba,CUB,2004,38203000000
Cuba,CUB,2008,56302129629.6296
Cuba,CUB,2012,73141000000
Cuba,CUB,2016,91370407863.7
Cuba,CUB,2020,107351800000
Curacao,CUW,2000,2120511229.05028
Curacao,CUW,2004,2237160502.7933
Curacao,CUW,2008,2833476145.2514
Curacao,CUW,2012,3012836256.98324
Curacao,CUW,2016,3024690167.59777
Curacao,CUW,2020,2534327592.49914
Cayman Islands,CYM,2008,4585949023.79609
Cayman Islands,CYM,2012,4291004524.0181
Cayman Islands,CYM,2016,4909322237.28895
Cayman Islands,CYM,2020,5655358021.43209
Cyprus,CYP,1976,576090073.715036
Cyprus,CYP,1980,2154311276.94859
Cyprus,CYP,1984,2278248953.14058
Cyprus,CYP,1988,4278792597.23965
Cyprus,CYP,1992,6912150456.32334
Cyprus,CYP,1996,10011914680.0502
Cyprus,CYP,2000,9985847313.85485
Cyprus,CYP,2004,17320551250
Cyprus,CYP,2008,27844646257.507
Cyprus,CYP,2012,25047436974.6819
Cyprus,CYP,2016,21046462280.5979
Cyprus,CYP,2020,25555093854.2968
Czechia,CZE,1992,35051065440.3962
Czechia,CZE,1996,67804105329.8557
Czechia,CZE,2000,62175642238.0847
Czechia,CZE,2004,120147899983.657
Czechia,CZE,2008,236506264753.95
Czechia,CZE,2012,210363223087.728
Czechia,CZE,2016,198160659303.939
Czechia,CZE,2020,251109660602.536
Germany,DEU,1960,84619845881.2608
Germany,DEU,1964,123330404665.086
Germany,DEU,1968,156527292653.157
Germany,DEU,1972,300899944795.436
Germany,DEU,1976,521658712132.981
Germany,DEU,1980,953772499462.019
Germany,DEU,1984,727767760978.627
Germany,DEU,1988,1406367016371.53
Germany,DEU,1992,2141377582968.07
Germany,DEU,1996,2506576553158.31
Germany,DEU,2000,1966980701145.1
Germany,DEU,2004,2852317768061.78
Germany,DEU,2008,3808786022312.5
Germany,DEU,2012,3597896500945.31
Germany,DEU,2016,3537784107980.55
Germany,DEU,2020,3940142541354.1
Djibouti,DJI,1988,395794538.630775
Djibouti,DJI,1992,478058304.871118
Djibouti,DJI,1996,494004647.73437
Djibouti,DJI,2000,551230861.856505
Djibouti,DJI,2004,666072101.777505
Djibouti,DJI,2008,999105339.267729
Djibouti,DJI,2012,1353632941.5207
Djibouti,DJI,2016,2604955228.70117
Djibouti,DJI,2020,3144136196.6228
Dominica,DMA,1980,72804653.3333333
Dominica,DMA,1984,109157070.740741
Dominica,DMA,1988,171106184.074074
Dominica,DMA,1992,234059259.259259
Dominica,DMA,1996,292285185.185185
Dominica,DMA,2000,333470370.37037
Dominica,DMA,2004,396711111.111111
Dominica,DMA,2008,480003703.703704
Dominica,DMA,2012,520355555.555556
Dominica,DMA,2016,612711111.111111
Dominica,DMA,2020,528944444.444444
Denmark,DNK,1960,6361166544.50349
Denmark,DNK,1964,9677401337.17309
Denmark,DNK,1968,13505574133.3333
Denmark,DNK,1972,23230667549.2496
Denmark,DNK,1976,44503607444.1687
Denmark,DNK,1980,70811287815.6106
Denmark,DNK,1984,58868891334.9941
Denmark,DNK,1988,115540189705.118
Denmark,DNK,1992,152966494259.538
Denmark,DNK,1996,187481157845.724
Denmark,DNK,2000,164043817223.59
Denmark,DNK,2004,251986155630.852
Denmark,DNK,2008,354979471960.142
Denmark,DNK,2012,326792574244.963
Denmark,DNK,2016,312181849372.233
Denmark,DNK,2020,355631021931.621
Dominican Republic,DOM,1960,672399700
Dominican Republic,DOM,1964,1025599900
Dominican Republic,DOM,1968,1079100000
Dominican Republic,DOM,1972,1987400000
Dominican Republic,DOM,1976,3951500000
Dominican Republic,DOM,1980,6761300000
Dominican Republic,DOM,1984,11594000000
Dominican Republic,DOM,1988,5374299981.49698
Dominican Republic,DOM,1992,11605382504
Dominican Republic,DOM,1996,18241622547.5908
Dominican Republic,DOM,2000,24305780628.6677
Dominican Republic,DOM,2004,22322387382.494
Dominican Republic,DOM,2008,48091433554.186
Dominican Republic,DOM,2012,60561635555.6383
Dominican Republic,DOM,2016,75552902635.7075
Dominican Republic,DOM,2020,78546672406.8291
Algeria,DZA,1960,2723615451.30098
Algeria,DZA,1964,2909316435.2874
Algeria,DZA,1968,3852147026.77302
Algeria,DZA,1972,6766743956.88889
Algeria,DZA,1976,17728240932.3158
Algeria,DZA,1980,42345829079.2062
Algeria,DZA,1984,53698548293.0745
Algeria,DZA,1988,59089396860.4342
Algeria,DZA,1992,48003133346.9957
Algeria,DZA,1996,46941554225.3581
Algeria,DZA,2000,54790398570.3282
Algeria,DZA,2004,91913680985.1708
Algeria,DZA,2008,180383848331.135
Algeria,DZA,2012,227143746075.934
Algeria,DZA,2016,180763839522.151
Algeria,DZA,2020,164873415325.201
East Asia & Pacific (excluding high income),EAP,1960,80886065110.4851
East Asia & Pacific (excluding high income),EAP,1964,81184317665.9228
East Asia & Pacific (excluding high income),EAP,1968,101580829248.914
East Asia & Pacific (excluding high income),EAP,1972,155518448869.276
East Asia & Pacific (excluding high income),EAP,1976,252942981187.157
East Asia & Pacific (excluding high income),EAP,1980,377947161288.533
East Asia & Pacific (excluding high income),EAP,1984,480915094642.188
East Asia & Pacific (excluding high income),EAP,1988,576126858481.927
East Asia & Pacific (excluding high income),EAP,1992,812994672964.461
East Asia & Pacific (excluding high income),EAP,1996,1523110076348.36
East Asia & Pacific (excluding high income),EAP,2000,1748622008555.14
East Asia & Pacific (excluding high income),EAP,2004,2712369133554.55
East Asia & Pacific (excluding high income),EAP,2008,6062022801626.32
East Asia & Pacific (excluding high income),EAP,2012,10905342361452.4
East Asia & Pacific (excluding high income),EAP,2016,13844122755580.7
East Asia & Pacific (excluding high income),EAP,2020,17805361735240.5
Early-demographic dividend,EAR,1960,144570928956.34
Early-demographic dividend,EAR,1964,201676763987.725
Early-demographic dividend,EAR,1968,249450459912.43
Early-demographic dividend,EAR,1972,352500470978.396
Early-demographic dividend,EAR,1976,739743284441.083
Early-demographic dividend,EAR,1980,1383191326611.02
Early-demographic dividend,EAR,1984,1495593079357.68
Early-demographic dividend,EAR,1988,1607581730226.44
Early-demographic dividend,EAR,1992,2208785235302.11
Early-demographic dividend,EAR,1996,2767853244614.38
Early-demographic dividend,EAR,2000,3377884083963.95
Early-demographic dividend,EAR,2004,4208504235790
Early-demographic dividend,EAR,2008,7456893137377.44
Early-demographic dividend,EAR,2012,10279191899797.6
Early-demographic dividend,EAR,2016,10571969587055.3
Early-demographic dividend,EAR,2020,11039712538107.1
East Asia & Pacific,EAS,1960,157278222710.432
East Asia & Pacific,EAS,1964,207877684756.267
East Asia & Pacific,EAS,1968,310823822563.828
East Asia & Pacific,EAS,1972,570288727867.726
East Asia & Pacific,EAS,1976,1043973956519.22
East Asia & Pacific,EAS,1980,1846328151574.07
East Asia & Pacific,EAS,1984,2267936814703.49
East Asia & Pacific,EAS,1988,4411497805839.23
East Asia & Pacific,EAS,1992,5920970309237.21
East Asia & Pacific,EAS,1996,8108820894913.77
East Asia & Pacific,EAS,2000,8390400776264.31
East Asia & Pacific,EAS,2004,9788604342687.1
East Asia & Pacific,EAS,2008,14296876049479.9
East Asia & Pacific,EAS,2012,21319769973614.6
East Asia & Pacific,EAS,2016,23005487018716.5
East Asia & Pacific,EAS,2020,27474338351594.1
Europe & Central Asia (excluding high income),ECA,1988,263680794562.23
Europe & Central Asia (excluding high income),ECA,1992,332187891161.805
Europe & Central Asia (excluding high income),ECA,1996,326518720594.547
Europe & Central Asia (excluding high income),ECA,2000,390808949021.067
Europe & Central Asia (excluding high income),ECA,2004,640053661627.226
Europe & Central Asia (excluding high income),ECA,2008,1397467751226.62
Europe & Central Asia (excluding high income),ECA,2012,1654227411506.01
Europe & Central Asia (excluding high income),ECA,2016,1449055610153.63
Europe & Central Asia (excluding high income),ECA,2020,1437141951950.75
Europe & Central Asia,ECS,1960,426433437219.808
Europe & Central Asia,ECS,1964,620048398293.573
Europe & Central Asia,ECS,1968,818409264864.997
Europe & Central Asia,ECS,1972,1381181504647.14
Europe & Central Asia,ECS,1976,2411506627072.71
Europe & Central Asia,ECS,1980,4609241500557.42
Europe & Central Asia,ECS,1984,3689495653514.46
Europe & Central Asia,ECS,1988,7161753480082.88
Europe & Central Asia,ECS,1992,9787798312476.22
Europe & Central Asia,ECS,1996,11096166531409.7
Europe & Central Asia,ECS,2000,10077728121071.6
Europe & Central Asia,ECS,2004,15805164816484
Europe & Central Asia,ECS,2008,23433249814465.5
Europe & Central Asia,ECS,2012,22544769718453.8
Europe & Central Asia,ECS,2016,20511787410869.2
Europe & Central Asia,ECS,2020,22287615625568.5
Ecuador,ECU,1960,2069464937.19791
Ecuador,ECU,1964,2244146102.98333
Ecuador,ECU,1968,2582179864.15493
Ecuador,ECU,1972,3185986087.33583
Ecuador,ECU,1976,9091921030.17345
Ecuador,ECU,1980,17881508242.4481
Ecuador,ECU,1984,16912509091.855
Ecuador,ECU,1988,13051881851.4068
Ecuador,ECU,1992,18094238119.0595
Ecuador,ECU,1996,25226393196.5983
Ecuador,ECU,2000,17539454727.3637
Ecuador,ECU,2004,35194947000
Ecuador,ECU,2008,61139438000
Ecuador,ECU,2012,87735048000
Ecuador,ECU,2016,97671433000
Ecuador,ECU,2020,95865473000
"Egypt, Arab Rep.",EGY,1960,4206270352.22633
"Egypt, Arab Rep.",EGY,1964,4709245761.67881
"Egypt, Arab Rep.",EGY,1968,5932242990.65421
"Egypt, Arab Rep.",EGY,1972,9299638055.84281
"Egypt, Arab Rep.",EGY,1976,13315988083.4161
"Egypt, Arab Rep.",EGY,1980,21669908176.3889
"Egypt, Arab Rep.",EGY,1984,33971188991.6147
"Egypt, Arab Rep.",EGY,1988,34980124929.0176
"Egypt, Arab Rep.",EGY,1992,41855986519.4235
"Egypt, Arab Rep.",EGY,1996,67629716981.1321
"Egypt, Arab Rep.",EGY,2000,99838543960.0763
"Egypt, Arab Rep.",EGY,2004,78782467532.4675
"Egypt, Arab Rep.",EGY,2008,162818181818.182
"Egypt, Arab Rep.",EGY,2012,279116666666.667
"Egypt, Arab Rep.",EGY,2016,332441717791.411
"Egypt, Arab Rep.",EGY,2020,383817841547.099
Euro area,EMU,1960,251413246928.256
Euro area,EMU,1964,377249606368.369
Euro area,EMU,1968,509702253303.642
Euro area,EMU,1972,883508228535.513
Euro area,EMU,1976,1573328258334.39
Euro area,EMU,1980,2973694924219.24
Euro area,EMU,1984,2341108054766.17
Euro area,EMU,1988,4594903616058.38
Euro area,EMU,1992,6750506224969.96
Euro area,EMU,1996,7629500967344.19
Euro area,EMU,2000,6528628818011.91
Euro area,EMU,2004,10231007049192.6
Euro area,EMU,2008,14296312709583.3
Euro area,EMU,2012,12786713590104.4
Euro area,EMU,2016,12124585812257.6
Euro area,EMU,2020,13266853301191.7
Eritrea,ERI,1992,477101651.648376
Eritrea,ERI,1996,693535954.190067
Eritrea,ERI,2000,706370815.584416
Eritrea,ERI,2004,1109054005.43971
Eritrea,ERI,2008,1380188800
Spain,ESP,1960,12424514013.7604
Spain,ESP,1964,21966876027.2517
Spain,ESP,1968,32394326463.759
Spain,ESP,1972,59090176028.993
Spain,ESP,1976,118422534195.474
Spain,ESP,1980,232600556973.776
Spain,ESP,1984,171979977230.387
Spain,ESP,1988,375891716897.586
Spain,ESP,1992,630465353486.104
Spain,ESP,1996,642251412058.321
Spain,ESP,2000,598102854756.08
Spain,ESP,2004,1069829382514.67
Spain,ESP,2008,1636115447612.5
Spain,ESP,2012,1330994811670.31
Spain,ESP,2016,1243015667917.12
Spain,ESP,2020,1289783836971.21
Estonia,EST,1996,4786018988.16491
Estonia,EST,2000,5686579747.53524
Estonia,EST,2004,12148595031.0559
Estonia,EST,2008,24342935403.5447
Estonia,EST,2012,23237406116.3988
Estonia,EST,2016,24561027787.7896
Estonia,EST,2020,31820771493.8974
Ethiopia,ETH,1960,1610511693.84215
Ethiopia,ETH,1964,1984129185.6
Ethiopia,ETH,1968,2619948864.8
Ethiopia,ETH,1972,3520252938.26087
Ethiopia,ETH,1976,4943806093.23672
Ethiopia,ETH,1980,7012585454.10628
Ethiopia,ETH,1984,8298309580.67633
Ethiopia,ETH,1988,11181119717.8744
Ethiopia,ETH,1992,10754799036.5745
Ethiopia,ETH,1996,8761215548.48614
Ethiopia,ETH,2000,8242349617.8638
Ethiopia,ETH,2004,10131187261.4421
Ethiopia,ETH,2008,27066912635.2228
Ethiopia,ETH,2012,43310721414.0829
Ethiopia,ETH,2016,74296766562.127
Ethiopia,ETH,2020,107657732424.155
European Union,EUU,1960,284940105505.945
European Union,EUU,1964,426413441946.368
European Union,EUU,1968,577242260688.036
European Union,EUU,1972,993685960671.452
European Union,EUU,1976,1775178344639.61
European Union,EUU,1980,3311399706779.7
European Union,EUU,1984,2612658093799.59
European Union,EUU,1988,5094086849317.23
European Union,EUU,1992,7389298935349.97
European Union,EUU,1996,8433617493641.56
European Union,EUU,2000,7288482686162.8
European Union,EUU,2004,11449103735400.4
European Union,EUU,2008,16365051887483.3
European Union,EUU,2012,14733644865813.4
European Union,EUU,2016,13990609868691.7
European Union,EUU,2020,15505708717748.9
Fragile and conflict affected situations,FCS,1960,34036728748.0324
Fragile and conflict affected situations,FCS,1964,40622874178.0865
Fragile and conflict affected situations,FCS,1968,51888614111.4209
Fragile and conflict affected situations,FCS,1972,82686801644.5658
Fragile and conflict affected situations,FCS,1976,200553468576.85
Fragile and conflict affected situations,FCS,1980,387057362860.896
Fragile and conflict affected situations,FCS,1984,377912152931.092
Fragile and conflict affected situations,FCS,1988,386493453013.744
Fragile and conflict affected situations,FCS,1992,343354220813.798
Fragile and conflict affected situations,FCS,1996,464793044885.666
Fragile and conflict affected situations,FCS,2000,466382378409.98
Fragile and conflict affected situations,FCS,2004,596531501689.455
Fragile and conflict affected situations,FCS,2008,1482180249760.41
Fragile and conflict affected situations,FCS,2012,1863947874050.46
Fragile and conflict affected situations,FCS,2016,1489679431071.3
Fragile and conflict affected situations,FCS,2020,1676505788095.81
Finland,FIN,1960,5279481824.12983
Finland,FIN,1964,7848987792.54261
Finland,FIN,1968,8916565040.54632
Finland,FIN,1972,14744499569.8308
Finland,FIN,1976,31852352669.6415
Finland,FIN,1980,53649984061.205
Finland,FIN,1984,52870993272.6553
Finland,FIN,1988,109039090262.971
Finland,FIN,1992,112537828510.751
Finland,FIN,1996,131991975148.848
Finland,FIN,2000,125967821110.589
Finland,FIN,2004,197458297639.769
Finland,FIN,2008,285698662071.094
Finland,FIN,2012,257443384492.969
Finland,FIN,2016,238777818792.608
Finland,FIN,2020,270000311606.226
Fiji,FJI,1960,112328422.113084
Fiji,FJI,1964,140032741.468329
Fiji,FJI,1968,166952937.135005
Fiji,FJI,1972,316656648.698957
Fiji,FJI,1976,694540806.380644
Fiji,FJI,1980,1202618816.20852
Fiji,FJI,1984,1178000677.99929
Fiji,FJI,1988,1110009522.75743
Fiji,FJI,1992,1532411039.05479
Fiji,FJI,1996,2128696643.62574
Fiji,FJI,2000,1678219507.89829
Fiji,FJI,2004,2708078476.63012
Fiji,FJI,2008,3523185919.55826
Fiji,FJI,2012,3972028104.47328
Fiji,FJI,2016,4930213644.36653
Fiji,FJI,2020,4432466219.87685
France,FRA,1960,61756878990.3
France,FRA,1964,93079224076.2648
France,FRA,1968,128427504709.055
France,FRA,1972,201621751625.488
France,FRA,1976,368488292816.171
France,FRA,1980,694529183483.39
France,FRA,1984,525033325827.516
France,FRA,1988,1010827662151.75
France,FRA,1992,1389663073110.28
France,FRA,1996,1598889216566.23
France,FRA,2000,1360959069477.49
France,FRA,2004,2109792297237.03
France,FRA,2008,2926802941585.86
France,FRA,2012,2683007095787.23
France,FRA,2016,2470407619777.13
France,FRA,2020,2647926055110.05
Faroe Islands,FRO,1968,65186666.6666667
Faroe Islands,FRO,1972,119335897.815202
Faroe Islands,FRO,1976,270470345.449357
Faroe Islands,FRO,1980,493014300.005217
Faroe Islands,FRO,1984,426008864.692169
Faroe Islands,FRO,1988,968576956.930265
Faroe Islands,FRO,1992,912670413.325883
Faroe Islands,FRO,1996,989536914.659081
Faroe Islands,FRO,2000,1067109530.64798
Faroe Islands,FRO,2004,1724770770.83393
Faroe Islands,FRO,2008,2489873249.62815
Faroe Islands,FRO,2012,2427200388.91831
Faroe Islands,FRO,2016,2813278868.78208
Faroe Islands,FRO,2020,3271813311.5831
"Micronesia, Fed. Sts.",FSM,1972,25100928
"Micronesia, Fed. Sts.",FSM,1976,46813193
"Micronesia, Fed. Sts.",FSM,1980,64186644
"Micronesia, Fed. Sts.",FSM,1984,84676118
"Micronesia, Fed. Sts.",FSM,1988,124700000
"Micronesia, Fed. Sts.",FSM,1992,178100000
"Micronesia, Fed. Sts.",FSM,1996,218534700
"Micronesia, Fed. Sts.",FSM,2000,233271800
"Micronesia, Fed. Sts.",FSM,2004,240236000
"Micronesia, Fed. Sts.",FSM,2008,263145100
"Micronesia, Fed. Sts.",FSM,2012,327248700
"Micronesia, Fed. Sts.",FSM,2016,325000000
"Micronesia, Fed. Sts.",FSM,2020,372902690.041619
Gabon,GAB,1960,141468977.799846
Gabon,GAB,1964,215679855.342091
Gabon,GAB,1968,294468564.245272
Gabon,GAB,1972,430508358.514204
Gabon,GAB,1976,3009409974.26856
Gabon,GAB,1980,4279637942.25144
Gabon,GAB,1984,3561451560.50783
Gabon,GAB,1988,3834503376.02992
Gabon,GAB,1992,5592390827.39854
Gabon,GAB,1996,5694040002.89863
Gabon,GAB,2000,5080483628.53013
Gabon,GAB,2004,7770219008.21293
Gabon,GAB,2008,15571348344.3379
Gabon,GAB,2012,17170464016.0593
Gabon,GAB,2016,14023890265.3665
Gabon,GAB,2020,15342236163.9943
United Kingdom,GBR,1960,73233967692.1028
United Kingdom,GBR,1964,94407558351.1616
United Kingdom,GBR,1968,107759910067.889
United Kingdom,GBR,1972,169965034965.035
United Kingdom,GBR,1976,232614555256.065
United Kingdom,GBR,1980,564947710899.373
United Kingdom,GBR,1984,461487097632.349
United Kingdom,GBR,1988,910122732123.799
United Kingdom,GBR,1992,1179659529659.53
United Kingdom,GBR,1996,1419645865834.63
United Kingdom,GBR,2000,1665534876683.31
United Kingdom,GBR,2004,2421525082387.4
United Kingdom,GBR,2008,2929411764705.88
United Kingdom,GBR,2012,2707089726614.64
United Kingdom,GBR,2016,2689106566899.61
United Kingdom,GBR,2020,2696778386607.65
Georgia,GEO,1988,8833588173.40023
Georgia,GEO,1992,3690328963.64086
Georgia,GEO,1996,3094936177.1918
Georgia,GEO,2000,3057475335.18846
Georgia,GEO,2004,5125365191.98664
Georgia,GEO,2008,12795145130.9103
Georgia,GEO,2012,16894392033.2256
Georgia,GEO,2016,15444548901.9637
Georgia,GEO,2020,16010869215.68
Ghana,GHA,1960,1217230094.97205
Ghana,GHA,1964,1731296199.52296
Ghana,GHA,1968,1666909517.65205
Ghana,GHA,1972,2112293279.98507
Ghana,GHA,1976,2765254237.28814
Ghana,GHA,1980,4445228215.76763
Ghana,GHA,1984,4412279843.44423
Ghana,GHA,1988,5197765031.64557
Ghana,GHA,1992,6416103925.83267
Ghana,GHA,1996,6932991739.37767
Ghana,GHA,2000,4982850662.20851
Ghana,GHA,2004,8881417906.71432
Ghana,GHA,2008,28679383241.0729
Ghana,GHA,2012,41271701060.954
Ghana,GHA,2016,56144179397.8516
Ghana,GHA,2020,70008243859.8666
Guinea,GIN,1972,4203069035.01427
Guinea,GIN,1976,6762781870.6211
Guinea,GIN,1980,9746524915.08071
Guinea,GIN,1984,18421497251.1767
Guinea,GIN,1988,3476480303.12273
Guinea,GIN,1992,4789220416.70641
Guinea,GIN,1996,5641243099.76661
Guinea,GIN,2000,4367458866.71537
Guinea,GIN,2004,5300767960.51572
Guinea,GIN,2008,6964179983.17212
Guinea,GIN,2012,7638044556.84656
Guinea,GIN,2016,8595955222.49719
Guinea,GIN,2020,14088693742.9464
"Gambia, The",GMB,1968,41160065.8561054
"Gambia, The",GMB,1972,59160569.4804413
"Gambia, The",GMB,1976,112190829.470457
"Gambia, The",GMB,1980,241083090.303623
"Gambia, The",GMB,1984,177340880.086204
"Gambia, The",GMB,1988,266672211.934161
"Gambia, The",GMB,1992,714254256.122189
"Gambia, The",GMB,1996,848239446.21576
"Gambia, The",GMB,2000,782913871.80966
"Gambia, The",GMB,2004,961900651.423441
"Gambia, The",GMB,2008,1561766955.73024
"Gambia, The",GMB,2012,1415004738.26621
"Gambia, The",GMB,2016,1484578885.97132
"Gambia, The",GMB,2020,1812170891.19069
Guinea-Bissau,GNB,1972,227986203.29754
Guinea-Bissau,GNB,1976,292152321.493146
Guinea-Bissau,GNB,1980,287648258.258297
Guinea-Bissau,GNB,1984,359980490.728569
Guinea-Bissau,GNB,1988,427514321.528126
Guinea-Bissau,GNB,1992,588309271.28603
Guinea-Bissau,GNB,1996,702965147.568054
Guinea-Bissau,GNB,2000,391345597.488269
Guinea-Bissau,GNB,2004,582169841.298304
Guinea-Bissau,GNB,2008,952667544.037289
Guinea-Bissau,GNB,2012,1049412177.11413
Guinea-Bissau,GNB,2016,1245074264.10396
Guinea-Bissau,GNB,2020,1683619351.72486
Equatorial Guinea,GNQ,1964,51915000
Equatorial Guinea,GNQ,1968,67514285.7142857
Equatorial Guinea,GNQ,1972,65429198.238708
Equatorial Guinea,GNQ,1976,103653049.93797
Equatorial Guinea,GNQ,1980,50642880.7737503
Equatorial Guinea,GNQ,1984,50320914.4065688
Equatorial Guinea,GNQ,1988,100534656.881732
Equatorial Guinea,GNQ,1992,134707183.84662
Equatorial Guinea,GNQ,1996,232463022.802961
Equatorial Guinea,GNQ,2000,1045998496.43872
Equatorial Guinea,GNQ,2004,4410764338.66733
Equatorial Guinea,GNQ,2008,19749893536.3204
Equatorial Guinea,GNQ,2012,22388344143.9131
Equatorial Guinea,GNQ,2016,11240808847.8878
Equatorial Guinea,GNQ,2020,9893816007.7398
Greece,GRC,1960,4274890306.82895
Greece,GRC,1964,6576906345.11518
Greece,GRC,1968,9950331205.83108
Greece,GRC,1972,16650659090.9091
Greece,GRC,1976,30719552238.806
Greece,GRC,1980,56039256594.7242
Greece,GRC,1984,47352146311.971
Greece,GRC,1988,75200610136.9205
Greece,GRC,1992,114608178405.434
Greece,GRC,1996,142502984144.96
Greece,GRC,2000,125760166224.805
Greece,GRC,2004,234979615898.225
Greece,GRC,2008,351121399546.485
Greece,GRC,2012,238841140018.233
Greece,GRC,2016,193097239005.87
Greece,GRC,2020,191362985554.861
Grenada,GRD,1980,110900457.037037
Grenada,GRD,1984,145533310.740741
Grenada,GRD,1988,236357523.703704
Grenada,GRD,1992,310160444.444444
Grenada,GRD,1996,366911444.444444
Grenada,GRD,2000,520044370.37037
Grenada,GRD,2004,599118592.592593
Grenada,GRD,2008,825976037.037037
Grenada,GRD,2012,799881481.481481
Grenada,GRD,2016,1061640740.74074
Grenada,GRD,2020,1043411111.11111
Greenland,GRL,1972,106101297.801272
Greenland,GRL,1976,240779417.7857
Greenland,GRL,1980,476051740.773769
Greenland,GRL,1984,379371901.490374
Greenland,GRL,1988,898607670.624413
Greenland,GRL,1992,1037916162.54976
Greenland,GRL,1996,1197515569.08202
Greenland,GRL,2000,1068025016.00862
Greenland,GRL,2004,1822499769.23938
Greenland,GRL,2008,2499092314.41875
Greenland,GRL,2012,2609678486.36749
Greenland,GRL,2016,2707139544.46695
Greenland,GRL,2020,3089625554.40473
Guatemala,GTM,1960,1043599900
Guatemala,GTM,1964,1299099900
Guatemala,GTM,1968,1610500000
Guatemala,GTM,1972,2101300000
Guatemala,GTM,1976,4365300200
Guatemala,GTM,1980,7878700000
Guatemala,GTM,1984,9470000100
Guatemala,GTM,1988,7841602824.42748
Guatemala,GTM,1992,10440781587.5435
Guatemala,GTM,1996,15674835615.3139
Guatemala,GTM,2000,19288929030.0508
Guatemala,GTM,2004,23577298094.6571
Guatemala,GTM,2008,38503720224.3166
Guatemala,GTM,2012,49593929487.1263
Guatemala,GTM,2016,66053403363.7384
Guatemala,GTM,2020,77719464220.73
Guam,GUM,2004,3869000000
Guam,GUM,2008,4658000000
Guam,GUM,2012,5265000000
Guam,GUM,2016,5901000000
Guam,GUM,2020,5916000000
Guyana,GUY,1960,170216241.126064
Guyana,GUY,1964,194774513.063717
Guyana,GUY,1968,229750000
Guyana,GUY,1972,285380952.380952
Guyana,GUY,1976,454440000
Guyana,GUY,1980,603200000
Guyana,GUY,1984,437631605.263158
Guyana,GUY,1988,413799990
Guyana,GUY,1992,373573141.486811
Guyana,GUY,1996,705406001.424501
Guyana,GUY,2000,712667896.727512
Guyana,GUY,2004,787814379.183843
Guyana,GUY,2008,3025187433.33637
Guyana,GUY,2012,4063088535.76331
Guyana,GUY,2016,4482697336.56174
Guyana,GUY,2020,5471256594.72422
High income,HIC,1960,1093609209701.78
High income,HIC,1964,1483754172602.72
High income,HIC,1968,2044416549249.25
High income,HIC,1972,3190235654470.56
High income,HIC,1976,5318962932302.35
High income,HIC,1980,9326999121363.57
High income,HIC,1984,10096259066108.9
High income,HIC,1988,16790070077733.1
High income,HIC,1992,22129667002015.3
High income,HIC,1996,26661746580950.2
High income,HIC,2000,28067143567118.1
High income,HIC,2004,36440172761727.6
High income,HIC,2008,48449554077176.1
High income,HIC,2012,51861387409419.3
High income,HIC,2016,50925145050903.7
High income,HIC,2020,56044969561614.3
"Hong Kong SAR, China",HKG,1960,1320796651.69457
"Hong Kong SAR, China",HKG,1964,2206466461.26434
"Hong Kong SAR, China",HKG,1968,2716964388.42418
"Hong Kong SAR, China",HKG,1972,5710090213.15035
"Hong Kong SAR, China",HKG,1976,12876366008.8077
"Hong Kong SAR, China",HKG,1980,28861857810.6515
"Hong Kong SAR, China",HKG,1984,33511383985.6741
"Hong Kong SAR, China",HKG,1988,59707404560.5944
"Hong Kong SAR, China",HKG,1992,104272507639.282
"Hong Kong SAR, China",HKG,1996,159718183550.734
"Hong Kong SAR, China",HKG,2000,171668891194.349
"Hong Kong SAR, China",HKG,2004,169099768875.193
"Hong Kong SAR, China",HKG,2008,219278749139.734
"Hong Kong SAR, China",HKG,2012,262628865879.697
"Hong Kong SAR, China",HKG,2016,320860317562.562
"Hong Kong SAR, China",HKG,2020,344943149590.058
Honduras,HND,1960,335650000
Honduras,HND,1964,457000000
Honduras,HND,1968,646800000
Honduras,HND,1972,802996336.516486
Honduras,HND,1976,1347999950
Honduras,HND,1980,3968160046
Honduras,HND,1984,4915311846.5
Honduras,HND,1988,5902717091.41631
Honduras,HND,1992,4943700431.07368
Honduras,HND,1996,5215028986.48649
Honduras,HND,2000,7186638029.05875
Honduras,HND,2004,8869299234.3377
Honduras,HND,2008,13881731875.7466
Honduras,HND,2012,18528554397.5695
Honduras,HND,2016,21717604952.1835
Honduras,HND,2020,23352232483.755
Heavily indebted poor countries (HIPC),HPC,1960,21762906214.7968
Heavily indebted poor countries (HIPC),HPC,1964,26725267282.9165
Heavily indebted poor countries (HIPC),HPC,1968,34800183588.1824
Heavily indebted poor countries (HIPC),HPC,1972,44344898324.9781
Heavily indebted poor countries (HIPC),HPC,1976,77316361180.9055
Heavily indebted poor countries (HIPC),HPC,1980,126972938814.98
